ARGENTINA,Provincia de La Pampa
ARGENTINA,Provincia de La Rioja
ARGENTINA,Provincia de Mendoza
ARGENTINA,Provincia de Misiones
ARGENTINA,Provincia de Río Negro
ARGENTINA,Provincia de Salta
ARGENTINA,Provincia de San Juan
ARGENTINA,Provincia de San Luis
ARGENTINA,Provincia de Santa Cruz
ARGENTINA,Provincia de Santa Fe
ARGENTINA,Provincia de Santiago del Estero
ARGENTINA,Provincia de Tucumán
ARGENTINA,Provincia del Chaco
ARGENTINA,Provincia del Chubut
ARGENTINA,Provincia del Neuquén
ARMENIA,Aragatsotni Marz
ARMENIA,Ararati Marz
ARMENIA,Armaviri Marz
ARMENIA,Geghark'unik'i Marz
ARMENIA,K'aghak' Yerevan
ARMENIA,Kotayk'i Marz
ARMENIA,Lorru Marz
ARMENIA,Shiraki Marz
ARMENIA,Syunik'i Marz
ARMENIA,Tavushi Marz
ARMENIA,Vayots' Dzori Marz
ARUBA,Aruba 
AUSTRALIA,Australian Capital Territory
AUSTRALIA,New South Wales
AUSTRALIA,Northern Territory
AUSTRALIA,Queensland
AUSTRALIA,South Australia
AUSTRALIA,Tasmania
AUSTRALIA,Victoria
AUSTRALIA,Western Australia
AUSTRIA,Burgenland
AUSTRIA,Carinthia
AUSTRIA,Lower Austria
AUSTRIA,Salzburg
AUSTRIA,Styria
AUSTRIA,Tyrol
AUSTRIA,Upper Austria
AUSTRIA,Vienna
AUSTRIA,Vorarlberg
AZERBAIJAN,Abşeron Rayonu
AZERBAIJAN,Ağcabǝdi Rayonu
AZERBAIJAN,Ağdam Rayonu
AZERBAIJAN,Ağdaş Rayonu
AZERBAIJAN,Ağstafa Rayonu
AZERBAIJAN,Ağsu Rayonu
AZERBAIJAN,Astara Rayonu
AZERBAIJAN,Bakı Şähäri
AZERBAIJAN,Balakǝn Rayonu
AZERBAIJAN,Bǝrdǝ Rayonu
AZERBAIJAN,Beylǝqan Rayonu
AZERBAIJAN,Bilǝsuvar Rayonu
AZERBAIJAN,Cǝbrayıl Rayonu
AZERBAIJAN,Cǝlilabad Rayonu
AZERBAIJAN,Daşkǝsǝn Rayonu
AZERBAIJAN,Dǝvǝçi Rayonu
AZERBAIJAN,Əli Bayramlı Şǝhǝri
AZERBAIJAN,Füzuli Rayonu
AZERBAIJAN,Gǝdǝbǝy Rayonu
AZERBAIJAN,Gǝncǝ Şǝhǝri
AZERBAIJAN,Goranboy Rayonu
AZERBAIJAN,Göyçay Rayonu
AZERBAIJAN,Hacıqabul Rayonu
AZERBAIJAN,İmişli Rayonu
AZERBAIJAN,İsmayıllı Rayonu
AZERBAIJAN,Kǝlbǝcǝr Rayonu
AZERBAIJAN,Kürdǝmir Rayonu
AZERBAIJAN,Laçın Rayonu
AZERBAIJAN,Lǝnkǝran Rayonu
AZERBAIJAN,Lǝnkǝran Şǝhǝri
AZERBAIJAN,Lerik Rayonu
AZERBAIJAN,Masallı Rayonu
AZERBAIJAN,Mingǝcevir Şǝhǝri
AZERBAIJAN,Naftalan Şǝhǝri
AZERBAIJAN,Nakhichevan
AZERBAIJAN,Neftçala Rayonu
AZERBAIJAN,Oğuz Rayonu
AZERBAIJAN,Qax Rayonu
AZERBAIJAN,Qazax Rayonu
AZERBAIJAN,Qǝbǝlǝ Rayonu
AZERBAIJAN,Qobustan Rayonu
AZERBAIJAN,Quba Rayonu
AZERBAIJAN,Qubadlı Rayonu
AZERBAIJAN,Qusar Rayonu
AZERBAIJAN,Saatlı Rayonu
AZERBAIJAN,Sabirabad Rayonu
AZERBAIJAN,Salyan Rayonu
AZERBAIJAN,Şamaxı Rayonu
AZERBAIJAN,Samux Rayonu
AZERBAIJAN,Şǝki Rayonu
AZERBAIJAN,Şǝki Şǝhǝri
AZERBAIJAN,Şǝmkir Rayonu
AZERBAIJAN,Siyǝzǝn Rayonu
AZERBAIJAN,Sumqayıt Şǝhǝri
AZERBAIJAN,Şuşa Rayonu
AZERBAIJAN,Şuşa Şǝhǝri
AZERBAIJAN,Tǝrtǝr Rayonu
AZERBAIJAN,Tovuz Rayonu
AZERBAIJAN,Ucar Rayonu
AZERBAIJAN,Xaçmaz Rayonu
AZERBAIJAN,Xankǝndi Şǝhǝri
AZERBAIJAN,Xanlar Rayonu
AZERBAIJAN,Xızı Rayonu
AZERBAIJAN,Xocalı Rayonu
AZERBAIJAN,Xocavǝnd Rayonu
AZERBAIJAN,Yardımlı Rayonu
AZERBAIJAN,Yevlax Rayonu
AZERBAIJAN,Yevlax Şǝhǝri
AZERBAIJAN,Zaqatala Rayonu
AZERBAIJAN,Zǝngilan Rayonu
AZERBAIJAN,Zǝrdab Rayonu
BAHAMAS,Acklins and Crooked Islands District
BAHAMAS,Bimini District
BAHAMAS,Cat Island District
BAHAMAS,Exuma District
BAHAMAS,Freeport District
BAHAMAS,Fresh Creek District
BAHAMAS,Governor's Harbour District
BAHAMAS,Green Turtle Cay District
BAHAMAS,Harbour Island District
BAHAMAS,High Rock District
BAHAMAS,Inagua District
BAHAMAS,Kemps Bay District
BAHAMAS,Long Island District
BAHAMAS,Marsh Harbour District
BAHAMAS,Mayaguana District
BAHAMAS,New Providence District
BAHAMAS,Nichollstown and Berry Islands District
BAHAMAS,Ragged Island District
BAHAMAS,Rock Sound District
BAHAMAS,San Salvador and Rum Cay District
BAHAMAS,Sandy Point District
BAHRAIN,Ar Rifa’ and Southern Region
BAHRAIN,Central Region
BAHRAIN,Hamad town
BAHRAIN,Hawar Islands
BAHRAIN,Hedd
BAHRAIN,Isa Town
BAHRAIN,Jidd Haffs
BAHRAIN,Manama
BAHRAIN,Muharraq
BAHRAIN,Northern Region
BAHRAIN,Sitra
BAHRAIN,Western Region
BANGLADESH,Borishal
BANGLADESH,Chittagong
BANGLADESH,Dhaka Division
BANGLADESH,Khulna Division
BANGLADESH,Rājshāhi Division
BANGLADESH,Sylhet Division
BARBADOS,Christ Church
BARBADOS,Saint Andrew
BARBADOS,Saint George
BARBADOS,Saint James
BARBADOS,Saint John
BARBADOS,Saint Joseph
BARBADOS,Saint Lucy
BARBADOS,Saint Michael
BARBADOS,Saint Peter
BARBADOS,Saint Philip
BARBADOS,Saint Thomas
BELARUS,Brestskaya Voblasts'
BELARUS,Homyel'skaya Voblasts'
BELARUS,Horad Minsk
BELARUS,Hrodzyenskaya Voblasts'
BELARUS,Mahilyowskaya Voblasts'
BELARUS,Minskaya Voblasts'
BELARUS,Vitsyebskaya Voblasts'
BELGIUM,Flanders
BELGIUM,Région de Bruxelles-Capitale
BELGIUM,Wallonia
BELIZE,Belize District
BELIZE,Cayo District
BELIZE,Corozal District
BELIZE,Orange Walk District
BELIZE,Stann Creek District
BELIZE,Toledo District
BENIN,Département de l' Alibori
BENIN,Département de l' Atakora
BENIN,Département de l' Atlantique
BENIN,Département de l' Ouémé
BENIN,Département de la Donga
BENIN,Département du Borgou
BENIN,Département du Collines
BENIN,Département du Kouffo
BENIN,Département du Littoral
BENIN,Département du Mono
BENIN,Département du Plateau
BENIN,Département du Zou
BERMUDA,Devonshire Parish
BERMUDA,Hamilton city
BERMUDA,Hamilton Parish
BERMUDA,Paget Parish
BERMUDA,Pembroke Parish
BERMUDA,Saint George
BERMUDA,Saint George's Parish
BERMUDA,Sandys Parish
BERMUDA,Smith's Parish
BERMUDA,Southampton Parish
BERMUDA,Warwick Parish
BHUTAN,Bumthang Dzongkhag
BHUTAN,Chhukha Dzongkhag
BHUTAN,Chirang Dzongkhag
BHUTAN,Daga Dzongkhag
BHUTAN,Gasa District
BHUTAN,Geylegphug Dzongkhag
BHUTAN,Ha Dzongkhag
BHUTAN,Lhuntshi Dzongkhag
BHUTAN,Mongar Dzongkhag
BHUTAN,Paro District
BHUTAN,Pemagatsel Dzongkhag
BHUTAN,Punakha Dzongkhag
BHUTAN,Samchi Dzongkhag
BHUTAN,Samdrup Jongkhar District
BHUTAN,Shemgang Dzongkhag
BHUTAN,Tashigang Dzongkhag
BHUTAN,Thimphu Dzongkhag
BHUTAN,Tongsa Dzongkhag
BHUTAN,Wangdi Phodrang Dzongkhag
BOLIVIA,Departamento de Chuquisaca
BOLIVIA,Departamento de Cochabamba
BOLIVIA,Departamento de La Paz
BOLIVIA,Departamento de Oruro
BOLIVIA,Departamento de Pando
BOLIVIA,Departamento de Potosí
BOLIVIA,Departamento de Santa Cruz
BOLIVIA,Departamento de Tarija
BOLIVIA,Departamento del Beni
BOSNIA AND HERZEGOVINA,Federation of Bosnia and Herzegovina
BOSNIA AND HERZEGOVINA,Republika Srpska
BOTSWANA,Central District
BOTSWANA,Chobe District
BOTSWANA,Ghanzi District
BOTSWANA,Kgalagadi District
BOTSWANA,Kgatleng District
BOTSWANA,Kweneng District
BOTSWANA,North East District
BOTSWANA,North West District
BOTSWANA,South East District
BOTSWANA,Southern District
BRAZIL,Distrito Federal
BRAZIL,Estado da Bahia
BRAZIL,Estado da Paraíba
BRAZIL,Estado de Alagoas
BRAZIL,Estado de Espírito Santo
BRAZIL,Estado de Goiás
BRAZIL,Estado de Mato Grosso
BRAZIL,Estado de Mato Grosso do Sul
BRAZIL,Estado de Minas Gerais
BRAZIL,Estado de Pernambuco
BRAZIL,Estado de Rondônia
BRAZIL,Estado de Roraima
BRAZIL,Estado de Santa Catarina
BRAZIL,Estado de São Paulo
BRAZIL,Estado de Sergipe
BRAZIL,Estado de Tocantins
BRAZIL,Estado do Acre
BRAZIL,Estado do Amapá
BRAZIL,Estado do Amazonas
BRAZIL,Estado do Ceará
BRAZIL,Estado do Maranhão
BRAZIL,Estado do Pará
BRAZIL,Estado do Parana
BRAZIL,Estado do Piauí
BRAZIL,Estado do Rio de Janeiro
BRAZIL,Estado do Rio Grande do Norte
BRAZIL,Estado do Rio Grande do Sul
BRITISH INDIAN OCEAN TERRITORY,British Indian Ocean Territory 
BRUNEI DARUSSALAM,Belait District
BRUNEI DARUSSALAM,Brunei and Muara District
BRUNEI DARUSSALAM,Temburong District
BRUNEI DARUSSALAM,Tutong District
BULGARIA,Oblast Blagoevgrad
BULGARIA,Oblast Burgas
BULGARIA,Oblast Dobrich
BULGARIA,Oblast Gabrovo
BULGARIA,Oblast Khaskovo
BULGARIA,Oblast Kŭrdzhali
BULGARIA,Oblast Kyustendil
BULGARIA,Oblast Lovech
BULGARIA,Oblast Montana
BULGARIA,Oblast Pazardzhik
BULGARIA,Oblast Pernik
BULGARIA,Oblast Pleven
BULGARIA,Oblast Plovdiv
BULGARIA,Oblast Razgrad
BULGARIA,Oblast Ruse
BULGARIA,Oblast Shumen
BULGARIA,Oblast Silistra
BULGARIA,Oblast Sliven
BULGARIA,Oblast Smolyan
BULGARIA,Oblast Sofiya
BULGARIA,Oblast Sofiya-Grad
BULGARIA,Oblast Stara Zagora
BULGARIA,Oblast Tŭrgovishte
BULGARIA,Oblast Varna
BULGARIA,Oblast Veliko Tŭrnovo
BULGARIA,Oblast Vidin
BULGARIA,Oblast Vratsa
BULGARIA,Oblast Yambol
BURKINA FASO,Kadiogo
BURKINA FASO,Province d' Oubritenga
BURKINA FASO,Province de l' Oudalan
BURKINA FASO,Province de la Bougouriba
BURKINA FASO,Province de la Comoé
BURKINA FASO,Province de la Gnagna
BURKINA FASO,Province de la Komondjari
BURKINA FASO,Province de la Kompienga
BURKINA FASO,Province de la Kossi
BURKINA FASO,Province de la Léraba
BURKINA FASO,Province de la Sissili
BURKINA FASO,Province de la Tapoa
BURKINA FASO,Province des Balé
BURKINA FASO,Province des Banwa
BURKINA FASO,Province du Bam
BURKINA FASO,Province du Bazèga
BURKINA FASO,Province du Boulgou
BURKINA FASO,Province du Boulkiemdé
BURKINA FASO,Province du Ganzourgou
BURKINA FASO,Province du Gourma
BURKINA FASO,Province du Houet
BURKINA FASO,Province du Ioba
BURKINA FASO,Province du Kénédougou
BURKINA FASO,Province du Koulpélogo
BURKINA FASO,Province du Kouritenga
BURKINA FASO,Province du Kourwéogo
BURKINA FASO,Province du Loroum
BURKINA FASO,Province du Mouhoun
BURKINA FASO,Province du Nahouri
BURKINA FASO,Province du Namentenga
BURKINA FASO,Province du Nayala
BURKINA FASO,Province du Noumbiel
BURKINA FASO,Province du Passore
BURKINA FASO,Province du Poni
BURKINA FASO,Province du Sanguié
BURKINA FASO,Province du Sanmatenga
BURKINA FASO,Province du Séno
BURKINA FASO,Province du Soum
BURKINA FASO,Province du Sourou
BURKINA FASO,Province du Tuy
BURKINA FASO,Province du Yagha
BURKINA FASO,Province du Yatenga
BURKINA FASO,Province du Ziro
BURKINA FASO,Province du Zondoma
BURKINA FASO,Province du Zoundwéogo
BURUNDI,iProvense ya Bubanza
BURUNDI,iProvense ya Bujumbura
BURUNDI,iProvense ya Bururi
BURUNDI,iProvense ya Cibitoke
BURUNDI,iProvense ya Gitega
BURUNDI,iProvense ya Karuzi
BURUNDI,iProvense ya Kayanza
BURUNDI,iProvense ya Kirundo
BURUNDI,iProvense ya Muramvya
BURUNDI,iProvense ya Muyinga
BURUNDI,iProvense ya Mwaro
BURUNDI,iProvense ya Rutana
BURUNDI,Province de Cankuzo
BURUNDI,Province de Makamba
BURUNDI,Province de Ngozi
BURUNDI,Province de Ruyigi
CAMBODIA,Khêt Siĕmréab-Ŏtâr Méanchey
CAMBODIA,Khétt Bântéay Méan Cheăy
CAMBODIA,Khétt Bătdâmbâng
CAMBODIA,Khétt Kâmpóng Cham
CAMBODIA,Khétt Kâmpóng Chhnăng
CAMBODIA,Khétt Kâmpóng Spœ
CAMBODIA,Khétt Kâmpóng Thum
CAMBODIA,Khétt Kâmpôt
CAMBODIA,Khétt Kândal
CAMBODIA,Khétt Kaôh Kŏng
CAMBODIA,Khétt Krâchéh
CAMBODIA,Khétt Môndôl Kiri
CAMBODIA,Khétt Poŭthĭsăt
CAMBODIA,Khétt Preăh Vĭhéar
CAMBODIA,Khétt Prey Vêng
CAMBODIA,Khétt Rôtânăh Kiri
CAMBODIA,Khétt Siĕm Réab
CAMBODIA,Khétt Stœ̆ng Trêng
CAMBODIA,Khétt Svay Riĕng
CAMBODIA,Khétt Takêv
CAMBODIA,Krŏng Phnum Pénh
CAMBODIA,Krŏng Preăh Seihânŭ
CAMEROON,Adamaoua Province
CAMEROON,Centre Province
CAMEROON,East Province
CAMEROON,Far North Province
CAMEROON,Littoral Province
CAMEROON,North Province
CAMEROON,North-West Province
CAMEROON,South Province
CAMEROON,South-West Province
CAMEROON,West Province
CANADA,Alberta
CANADA,British Columbia
CANADA,Manitoba
CANADA,New Brunswick
CANADA,Newfoundland and Labrador
CANADA,Northwest Territories
CANADA,Nova Scotia
CANADA,Nunavut
CANADA,Ontario
CANADA,Prince Edward Island
CANADA,Quebec
CANADA,Saskatchewan
CANADA,Yukon Territory
CAPE VERDE,Concelho da Boa Vista
CAPE VERDE,Concelho da Brava
CAPE VERDE,Concelho da Praia
CAPE VERDE,Concelho da Ribeira Grande
CAPE VERDE,Concelho de Santa Catarina
CAPE VERDE,Concelho de Santa Cruz
CAPE VERDE,Concelho de São Domingos
CAPE VERDE,Concelho de São Filipe
CAPE VERDE,Concelho de São Miguel
CAPE VERDE,Concelho de São Nicolau
CAPE VERDE,Concelho de São Vicente
CAPE VERDE,Concelho do Maio
CAPE VERDE,Concelho do Paul
CAPE VERDE,Concelho do Sal
CAPE VERDE,Concelho do Tarrafal
CAPE VERDE,Concelho dos Mosteiros
CENTRAL AFRICAN REPUBLIC,Commune de Bangui
CENTRAL AFRICAN REPUBLIC,Préfecture de l' Ombella-Mpoko
CENTRAL AFRICAN REPUBLIC,Préfecture de l' Ouham
CENTRAL AFRICAN REPUBLIC,Préfecture de l' Ouham-Pendé
CENTRAL AFRICAN REPUBLIC,Préfecture de la Bamingui-Bangoran
CENTRAL AFRICAN REPUBLIC,Préfecture de la Basse-Kotto
CENTRAL AFRICAN REPUBLIC,Préfecture de la Haute-Kotto
CENTRAL AFRICAN REPUBLIC,Préfecture de la Kémo
CENTRAL AFRICAN REPUBLIC,Préfecture de la Lobaye
CENTRAL AFRICAN REPUBLIC,Préfecture de la Mambéré-Kadéï
CENTRAL AFRICAN REPUBLIC,Préfecture de la Nana-Grébizi
CENTRAL AFRICAN REPUBLIC,Préfecture de la Nana-Mambéré
CENTRAL AFRICAN REPUBLIC,Préfecture de la Ouaka
CENTRAL AFRICAN REPUBLIC,Préfecture de la Sangha-Mbaéré
CENTRAL AFRICAN REPUBLIC,Préfecture de la Vakaga
CENTRAL AFRICAN REPUBLIC,Préfecture du Haut-Mbomou
CENTRAL AFRICAN REPUBLIC,Préfecture du Mbomou
CHAD,Préfecture du Batha
CHAD,Préfecture du Biltine
CHAD,Préfecture du Borkou-Ennedi-Tibesti
CHAD,Préfecture du Chari-Baguirmi
CHAD,Préfecture du Guéra
CHAD,Préfecture du Kanem
CHAD,Préfecture du Lac
CHAD,Préfecture du Logone Occidental
CHAD,Préfecture du Logone Oriental
CHAD,Préfecture du Mayo-Kébbi
CHAD,Préfecture du Moyen-Chari
CHAD,Préfecture du Ouaddaï
CHAD,Préfecture du Salamat
CHAD,Préfecture du Tandjilé
CHILE,Región Aisén del General Carlos Ibáñez del Campo
CHILE,Región de Antofagasta
CHILE,Región de Arica y Parinacota
CHILE,Región de Atacama
CHILE,Región de Coquimbo
CHILE,Región de la Araucanía
CHILE,Región de Los Lagos
CHILE,Región de Los Ríos
CHILE,Región de Magallanes y de la Antártica Chilena
CHILE,Región de Tarapacá
CHILE,Región de Valparaíso
CHILE,Región del Biobío
CHILE,Región del Libertador General Bernardo O'Higgins
CHILE,Región del Maule
CHILE,Región Metropolitana de Santiago
CHINA,Anhui Sheng
CHINA,Beijing Shi
CHINA,Chongqing Shi
CHINA,Fujian
CHINA,Gansu Sheng
CHINA,Guangdong Sheng
CHINA,Guangxi Zhuangzu Zizhiqu
CHINA,Guizhou Sheng
CHINA,Hainan Province
CHINA,Hebei Sheng
CHINA,Heilongjiang Sheng
CHINA,Henan Sheng
CHINA,Hubei
CHINA,Hunan Province
CHINA,Inner Mongolia Autonomous Region
CHINA,Jiangsu Sheng
CHINA,Jiangxi Sheng
CHINA,Jilin Sheng
CHINA,Liaoning Province
CHINA,Ningxia Huizu Zizhiqu
CHINA,Qinghai Sheng
CHINA,Shaanxi Sheng
CHINA,Shandong Sheng
CHINA,Shanghai Shi
CHINA,Shanxi Sheng
CHINA,Sichuan Sheng
CHINA,Tianjin Shi
CHINA,Tibet Autonomous Region
CHINA,Xinjiang Uygur Zizhiqu
CHINA,Yunnan Province
CHINA,Zhejiang Sheng
COLOMBIA,Atlántico
COLOMBIA,Bogota D.C.
COLOMBIA,Cundinamarca
COLOMBIA,Departamento de Antioquia
COLOMBIA,Departamento de Arauca
COLOMBIA,Departamento de Bolívar
COLOMBIA,Departamento de Boyacá
COLOMBIA,Departamento de Caldas
COLOMBIA,Departamento de Casanare
COLOMBIA,Departamento de Córdoba
COLOMBIA,Departamento de La Guajira
COLOMBIA,Departamento de Nariño
COLOMBIA,Departamento de Norte de Santander
COLOMBIA,Departamento de Risaralda
COLOMBIA,Departamento de Santander
COLOMBIA,Departamento de Sucre
COLOMBIA,Departamento de Tolima
COLOMBIA,Departamento del Amazonas
COLOMBIA,Departamento del Caquetá
COLOMBIA,Departamento del Cauca
COLOMBIA,Departamento del Cesar
COLOMBIA,Departamento del Chocó
COLOMBIA,Departamento del Guainía
COLOMBIA,Departamento del Guaviare
COLOMBIA,Departamento del Huila
COLOMBIA,Departamento del Magdalena
COLOMBIA,Departamento del Meta
COLOMBIA,Departamento del Putumayo
COLOMBIA,Departamento del Quindío
COLOMBIA,Departamento del Valle del Cauca
COLOMBIA,Departamento del Vaupés
COLOMBIA,Departamento del Vichada
COMOROS,Anjouan
COMOROS,Grande Comore
COMOROS,Mohéli
CONGO,Commune de Brazzaville
CONGO,Région de la Bouenza
CONGO,Région de la Cuvette
CONGO,Région de la Cuvette-Ouest
CONGO,Région de la Lékoumou
CONGO,Région de la Likouala
CONGO,Région de la Sangha
CONGO,Région des Plateaux
CONGO,Région du Kouilou
CONGO,Région du Niari
CONGO,Région du Pool
CONGO DEMOCRATIC REPUBLIC OF THE,Kivu Région du
CONGO DEMOCRATIC REPUBLIC OF THE,Province de Bandundu
CONGO DEMOCRATIC REPUBLIC OF THE,Province de l' Équateur
CONGO DEMOCRATIC REPUBLIC OF THE,Province du Bas-Congo
CONGO DEMOCRATIC REPUBLIC OF THE,Province du Kasaï-Occidental
CONGO DEMOCRATIC REPUBLIC OF THE,Province du Kasaï-Oriental
CONGO DEMOCRATIC REPUBLIC OF THE,Province du Katanga
CONGO DEMOCRATIC REPUBLIC OF THE,Province du Maniema
CONGO DEMOCRATIC REPUBLIC OF THE,Province du Nord-Kivu
CONGO DEMOCRATIC REPUBLIC OF THE,Province du Sud-Kivu
CONGO DEMOCRATIC REPUBLIC OF THE,Province Orientale
CONGO DEMOCRATIC REPUBLIC OF THE,Ville de Kinshasa
COSTA RICA,Provincia de Alajuela
COSTA RICA,Provincia de Cartago
COSTA RICA,Provincia de Guanacaste
COSTA RICA,Provincia de Heredia
COSTA RICA,Provincia de Limón
COSTA RICA,Provincia de Puntarenas
COSTA RICA,Provincia de San José
COTE D'IVOIRE,Région de l' Agnéby
COTE D'IVOIRE,Région de la Marahoué
COTE D'IVOIRE,Région de la Vallée du Bandama
COTE D'IVOIRE,Région des Dix-Huit Montagnes
COTE D'IVOIRE,Région des Lacs
COTE D'IVOIRE,Région des Lagunes
COTE D'IVOIRE,Région des Savanes
COTE D'IVOIRE,Région du Bafing
COTE D'IVOIRE,Région du Bas-Sassandra
COTE D'IVOIRE,Région du Denguélé
COTE D'IVOIRE,Région du Fromager
COTE D'IVOIRE,Région du Haut-Sassandra
COTE D'IVOIRE,Région du Moyen-Cavally
COTE D'IVOIRE,Région du Moyen-Comoé
COTE D'IVOIRE,Région du N'zi-Comoé
COTE D'IVOIRE,Région du Sud-Bandama
COTE D'IVOIRE,Région du Sud-Comoé
COTE D'IVOIRE,Région du Worodougou
COTE D'IVOIRE,Région du Zanzan
CROATIA,Bjelovarsko-Bilogorska Županija
CROATIA,Brodsko-Posavska Županija
CROATIA,Dubrovačko-Neretvanska Županija
CROATIA,Grad Zagreb
CROATIA,Istarska Županija
CROATIA,Karlovačka Županija
CROATIA,Koprivničko-Križevačka Županija
CROATIA,Krapinsko-Zagorska Županija
CROATIA,Ličko-Senjska Županija
CROATIA,Međimurska Županija
CROATIA,Osječko-Baranjska Županija
CROATIA,Požeško-Slavonska Županija
CROATIA,Primorsko-Goranska Županija
CROATIA,Šibensko-Kninska Županija
